name,full_path,relative_path,directory,extension,size_bytes,size_mb,modified_date,created_date,ai_tags
TESCAO_Insta_Activate_NIKOLAY_BODY_AND_FACE_2023__02_RET.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Raw_Ret\TESCAO_Insta_Activate_NIKOLAY_BODY_AND_FACE_2023__02_RET.fbx,Anim_for_insta\Body_Anim\Raw_Ret\TESCAO_Insta_Activate_NIKOLAY_BODY_AND_FACE_2023__02_RET.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Raw_Ret,.fbx,4352256,4.151,2023-12-19 12:49:16,2025-05-26 20:37:44,"Модель, маленький, старый, активация, 3D, крупный, реклама"
TESCAO_Insta_Activate_NIKOLAY_BODY_AND_FACE_2023__02_RET_HIK.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Raw_Ret\TESCAO_Insta_Activate_NIKOLAY_BODY_AND_FACE_2023__02_RET_HIK.fbx,Anim_for_insta\Body_Anim\Raw_Ret\TESCAO_Insta_Activate_NIKOLAY_BODY_AND_FACE_2023__02_RET_HIK.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Raw_Ret,.fbx,16693712,15.92,2023-12-22 12:47:31,2025-05-26 20:37:44,"большой, маленький, старый, активация, работа, графика, 3D-модель"
TeSCAO_insta_Enigma_Nik_body_and_face_2023_06.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Raw_Ret\TeSCAO_insta_Enigma_Nik_body_and_face_2023_06.fbx,Anim_for_insta\Body_Anim\Raw_Ret\TeSCAO_insta_Enigma_Nik_body_and_face_2023_06.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Raw_Ret,.fbx,4127312,3.936,2023-12-19 13:01:00,2025-05-26 20:37:45,"дизайн, Модель, анимация, маленький, старый, креативный, 3D"
TeSCAO_insta_Magikal_State_Nik_body_and_face_2023_07.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Raw_Ret\TeSCAO_insta_Magikal_State_Nik_body_and_face_2023_07.fbx,Anim_for_insta\Body_Anim\Raw_Ret\TeSCAO_insta_Magikal_State_Nik_body_and_face_2023_07.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Body_Anim\Raw_Ret,.fbx,5249568,5.006,2023-12-19 13:34:41,2025-05-26 20:37:45,"дизайн, косметика, будущее, магия, маленький, старый, 3D-модель"
Tes_body_Kurtka.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Mesh_Body_Tescao\Tes_body_Kurtka.FBX,Anim_for_insta\Mesh_Body_Tescao\Tes_body_Kurtka.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Mesh_Body_Tescao,.fbx,6113712,5.83,2023-12-12 17:07:32,2025-05-26 20:37:45,"дизайн, маленький, старый, 3D модель, одежда, стиль., модель"
Activate.wav,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Voice\Activate.wav,Anim_for_insta\Voice\Activate.wav,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Voice,.wav,2357818,2.249,2023-11-08 12:02:42,2025-05-26 20:37:45,"рабочее, средний, Аудиофайл, маленький, старый, активация, звук."
Enigma.wav,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Voice\Enigma.wav,Anim_for_insta\Voice\Enigma.wav,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Voice,.wav,2332270,2.224,2023-12-06 14:34:31,2025-05-26 20:37:45,"средний, загадочный, музыкальный, личное, маленький, старый, Аудио"
Magic_State.wav,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Voice\Magic_State.wav,Anim_for_insta\Voice\Magic_State.wav,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Anim_for_insta\Voice,.wav,2262054,2.157,2023-12-06 14:34:32,2025-05-26 20:37:45,"средний размер, Аудиофайл, маленький, старый, важный., аудио, музыка"
artem_islam_skilAZ_04_re.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\artem_islam_skilAZ_04_re.fbx,Cleap_Teskao\artem_islam_skilAZ_04_re.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,1767712,1.686,2023-09-08 13:35:46,2025-05-26 20:35:20,"средний., Модель, анимация, работа, маленький, старый, 3D"
artem_islam_skilAZ_04_re.json,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\artem_islam_skilAZ_04_re.json,Cleap_Teskao\artem_islam_skilAZ_04_re.json,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.json,587,0.001,2023-09-08 13:35:46,2025-05-26 20:35:20,"артем, документ, JSON, маленький, старый, учеба, небольшой"
Bruce Lee_movie_04_1_re.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\Bruce Lee_movie_04_1_re.fbx,Cleap_Teskao\Bruce Lee_movie_04_1_re.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,1864384,1.778,2023-09-08 13:10:09,2025-05-26 20:35:20,"развлечения, 3D-модель, средний размер, старый, маленький, контент, кино"
dance_movie10_re.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\dance_movie10_re.fbx,Cleap_Teskao\dance_movie10_re.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,1393584,1.329,2023-09-08 12:58:52,2025-05-26 20:35:20,"развлечения, 3D-модель, средний., старый, маленький, контент, развлечение"
Idle1_7_2.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\Idle1_7_2.fbx,Cleap_Teskao\Idle1_7_2.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,929072,0.886,2023-09-08 13:21:15,2025-05-26 20:35:20,"средний размер, игра., маленький, старый, проект, анимация, 3D модель"
tescao_Set_05_18_1_kisti.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\tescao_Set_05_18_1_kisti.FBX,Cleap_Teskao\tescao_Set_05_18_1_kisti.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,17463632,16.655,2023-09-08 14:05:33,2025-05-26 20:35:20,"дизайн, кисти, Модель, маленький, старый, искусство, 3D"
tescao_Set_05_18_Re.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\tescao_Set_05_18_Re.fbx,Cleap_Teskao\tescao_Set_05_18_Re.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,4805312,4.583,2023-09-08 11:47:57,2025-05-26 20:35:21,"большой, дизайн., маленький, старый, проект, анимация, 3D модель"
tescao_Set_05_18_s1.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\tescao_Set_05_18_s1.FBX,Cleap_Teskao\tescao_Set_05_18_s1.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,17462512,16.654,2023-09-08 11:51:07,2025-05-26 20:35:21,"большой, работа, маленький, старый, файл данных, анимация, 3D модель"
tescao_Set_05_18_sword.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\tescao_Set_05_18_sword.fbx,Cleap_Teskao\tescao_Set_05_18_sword.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,323872,0.309,2023-09-08 12:13:40,2025-05-26 20:35:21,"Модель, анимация, маленький, старый, меч, 3D, игровая"
tescao_Set_10_18.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\tescao_Set_10_18.fbx,Cleap_Teskao\tescao_Set_10_18.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,1824816,1.74,2023-09-08 10:18:52,2025-05-26 20:35:21,"большой, Модель, анимация, работа, маленький, старый, 3D"
tescao_Set_10_18_re.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\tescao_Set_10_18_re.fbx,Cleap_Teskao\tescao_Set_10_18_re.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,1869712,1.783,2023-09-07 17:20:43,2025-05-26 20:35:21,"большой, дизайн., работа, маленький, старый, анимация, 3D модель"
tescao_Set_10_18_s1.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\tescao_Set_10_18_s1.fbx,Cleap_Teskao\tescao_Set_10_18_s1.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,173616,0.166,2023-09-07 17:31:14,2025-05-26 20:35:21,"компактный, Модель, анимация, маленький, старый, учеба, 3D"
tescao_Set_10_18_s2.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\tescao_Set_10_18_s2.fbx,Cleap_Teskao\tescao_Set_10_18_s2.fbx,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao,.fbx,177888,0.17,2023-09-07 17:31:32,2025-05-26 20:35:21,"Модель, анимация, работа, маленький, старый, 3D"
artem_islam_skilAZ_04_remesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh\artem_islam_skilAZ_04_remesh.FBX,Cleap_Teskao\remesh\artem_islam_skilAZ_04_remesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh,.fbx,15639648,14.915,2023-09-08 13:39:49,2025-05-26 20:35:21,"дизайн, большой, работа, маленький, старый, 3D-модель, анимация"
artem_islam_skilAZ_04_remesh_01.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh\artem_islam_skilAZ_04_remesh_01.FBX,Cleap_Teskao\remesh\artem_islam_skilAZ_04_remesh_01.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh,.fbx,13856640,13.215,2023-09-08 16:01:49,2025-05-26 20:35:22,"большой, работа, маленький, старый, графика., 3D-модель, анимация"
Bruce_Lee_movie_04_1_remesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh\Bruce_Lee_movie_04_1_remesh.FBX,Cleap_Teskao\remesh\Bruce_Lee_movie_04_1_remesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh,.fbx,15930560,15.193,2023-09-08 13:40:53,2025-05-26 20:35:22,"искусство, развлечения, 3D-модель, старый, маленький, контент, кино"
Bruce_Lee_movie_04_1_remesh_01.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh\Bruce_Lee_movie_04_1_remesh_01.FBX,Cleap_Teskao\remesh\Bruce_Lee_movie_04_1_remesh_01.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh,.fbx,14510816,13.839,2023-09-08 16:04:32,2025-05-26 20:35:22,"большой, развлечения, старый, маленький, контент, кино, развлечение"
dance_movie10_remesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh\dance_movie10_remesh.FBX,Cleap_Teskao\remesh\dance_movie10_remesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh,.fbx,14509904,13.838,2023-09-08 13:41:52,2025-05-26 20:35:22,"развлечения, 3D-модель, средний., старый, маленький, танец, контент"
dance_movie10_remesh_01.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh\dance_movie10_remesh_01.FBX,Cleap_Teskao\remesh\dance_movie10_remesh_01.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh,.fbx,12934784,12.336,2023-09-08 16:04:55,2025-05-26 20:35:22,"развлечения, 3D-модель, развлечение., старый, маленький, танец, контент"
Idle1_7_2_remesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh\Idle1_7_2_remesh.FBX,Cleap_Teskao\remesh\Idle1_7_2_remesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh,.fbx,13127200,12.519,2023-09-08 13:52:04,2025-05-26 20:35:22,"Анимация, Игра, Модель, маленький, старый, Ремеш, 3D"
Idle1_7_2_remesh_01.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh\Idle1_7_2_remesh_01.FBX,Cleap_Teskao\remesh\Idle1_7_2_remesh_01.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Cleap_Teskao\remesh,.fbx,11672080,11.131,2023-09-08 16:05:12,2025-05-26 20:35:23,"средний., Модель, работа, маленький, старый, трехмерный, анимация"
Door_Teskao_04_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Door_Teskao_04_Re_Mesh.FBX,Re_Mesh\Door_Teskao_04_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,9207648,8.781,2023-08-11 17:33:04,2025-05-26 20:35:23,"дизайн, Модель, маленький, старый, ремеш, дверь, 3D"
Door_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Door_Teskao_04_Re_Mesh_fix.FBX,Re_Mesh\Door_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,10667680,10.173,2023-08-11 17:44:25,2025-05-26 20:35:23,"большой, работа, маленький, старый, ремеш., дверь, 3D модель"
Hand_Teskao_02_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Hand_Teskao_02_Re_Mesh.FBX,Re_Mesh\Hand_Teskao_02_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,5473248,5.22,2023-08-11 17:35:09,2025-05-26 20:35:23,"FBX, Модель, работа, маленький, старый, анимация, трехмерная"
Hand_Teskao_02_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Hand_Teskao_02_Re_Mesh_fix.FBX,Re_Mesh\Hand_Teskao_02_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,6931072,6.61,2023-08-11 17:47:18,2025-05-26 20:35:23,"большой, работа, маленький, старый, формат FBX, редактирование, 3D модель"
Hand_Teskao_03_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Hand_Teskao_03_Re_Mesh.FBX,Re_Mesh\Hand_Teskao_03_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,5868640,5.597,2023-08-11 17:35:20,2025-05-26 20:35:23,"большой, дизайн., работа, маленький, старый, анимация, 3D модель"
Hand_Teskao_03_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Hand_Teskao_03_Re_Mesh_fix.FBX,Re_Mesh\Hand_Teskao_03_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,7326496,6.987,2023-08-11 17:50:19,2025-05-26 20:35:23,"Модель, анимация, работа, маленький, старый, фиксация, 3D"
Hand_Teskao_04_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Hand_Teskao_04_Re_Mesh.FBX,Re_Mesh\Hand_Teskao_04_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,5513040,5.258,2023-08-11 17:35:26,2025-05-26 20:35:23,"большой, работа, маленький, старый, проект., анимация, 3D модель"
Hand_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Hand_Teskao_04_Re_Mesh_fix.FBX,Re_Mesh\Hand_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,6970000,6.647,2023-08-11 17:52:40,2025-05-26 20:35:24,"Модель, анимация, работа, маленький, старый, важный, 3D"
Metelitsa_Ladder_04_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Metelitsa_Ladder_04_Re_Mesh.FBX,Re_Mesh\Metelitsa_Ladder_04_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,6401120,6.105,2023-08-11 17:35:31,2025-05-26 20:35:24,"дизайн, ремешок., Модель, лестница, маленький, старый, трехмерный"
Metelitsa_Ladder_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Metelitsa_Ladder_04_Re_Mesh_fix.FBX,Re_Mesh\Metelitsa_Ladder_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,7835792,7.473,2023-08-14 10:44:09,2025-05-26 20:35:24,"средний размер, лестница, работа, маленький, старый, 3D-модель, анимация"
Prohod_Teskao_02_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Prohod_Teskao_02_Re_Mesh.FBX,Re_Mesh\Prohod_Teskao_02_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,8890656,8.479,2023-08-11 17:35:37,2025-05-26 20:35:24,"большой, работа, маленький, старый, графика, анимация, 3D модель"
Prohod_Teskao_02_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Prohod_Teskao_02_Re_Mesh_fix.FBX,Re_Mesh\Prohod_Teskao_02_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,10348000,9.869,2023-08-11 17:54:27,2025-05-26 20:35:24,"большой, работа, маленький, старый, проект., анимация, 3D модель"
Prohod_Teskao_03_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Prohod_Teskao_03_Re_Mesh.FBX,Re_Mesh\Prohod_Teskao_03_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,7333872,6.994,2023-08-11 17:35:43,2025-05-26 20:35:24,"большой, работа, маленький, старый, проект., анимация, 3D модель"
Teskao_Re_Mesh_Clean.zip,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean.zip,Re_Mesh\Teskao_Re_Mesh_Clean.zip,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.zip,43492735,41.478,2023-08-11 18:01:05,2025-05-26 20:35:24,"Архив, большой, архив, чистый., маленький, старый, работа"
Teskao_Re_Mesh_Clean_v01.zip,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean_v01.zip,Re_Mesh\Teskao_Re_Mesh_Clean_v01.zip,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.zip,44293274,42.241,2023-08-14 10:49:07,2025-05-26 20:35:25,"Архив, большой, чистка, архив, маленький, старый, работа"
Turn_Teskao_03_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Turn_Teskao_03_Re_Mesh.FBX,Re_Mesh\Turn_Teskao_03_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,7089328,6.761,2023-08-11 17:35:49,2025-05-26 20:35:25,"большой, игра., маленький, старый, проект, 3D-модель, анимация"
Turn_Teskao_03_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Turn_Teskao_03_Re_Mesh_fix.FBX,Re_Mesh\Turn_Teskao_03_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,8546384,8.15,2023-08-11 17:58:11,2025-05-26 20:35:25,"большой, работа, маленький, старый, фиксация, редактирование, 3D модель"
Turn_Teskao_04_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Turn_Teskao_04_Re_Mesh.FBX,Re_Mesh\Turn_Teskao_04_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,7550096,7.2,2023-08-11 17:35:55,2025-05-26 20:35:25,"большой, дизайн., работа, маленький, старый, анимация, 3D модель"
Turn_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Turn_Teskao_04_Re_Mesh_fix.FBX,Re_Mesh\Turn_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,9007472,8.59,2023-08-11 17:59:15,2025-05-26 20:35:25,"Модель, анимация, работа, маленький, старый, важный, 3D"
Wear_Teskao_05_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Wear_Teskao_05_Re_Mesh.FBX,Re_Mesh\Wear_Teskao_05_Re_Mesh.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,7222864,6.888,2023-08-11 17:36:00,2025-05-26 20:35:26,"ремешок, дизайн, Модель, маленький, старый, одежда, 3D"
Wear_Teskao_05_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Wear_Teskao_05_Re_Mesh_fix.FBX,Re_Mesh\Wear_Teskao_05_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh,.fbx,8680544,8.278,2023-08-11 18:00:17,2025-05-26 20:35:26,"дизайн, Модель, игра., маленький, старый, трехмерный, анимация"
Born_Teskao_03_Re_Clean_v06.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Born_Teskao_03_Re_Clean_v06.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Born_Teskao_03_Re_Clean_v06.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,10214192,9.741,2023-08-11 17:23:12,2025-05-26 20:35:26,"Модель, анимация, работа, маленький, старый, файл, 3D"
Door_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Door_Teskao_04_Re_Mesh_fix.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Door_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,10667680,10.173,2023-08-11 17:44:25,2025-05-26 20:35:26,"ремешлинг, Модель, работа, маленький, старый, трехмерный, дверь"
Hand_Teskao_02_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Hand_Teskao_02_Re_Mesh_fix.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Hand_Teskao_02_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,6931072,6.61,2023-08-11 17:47:18,2025-05-26 20:35:26,"большой, работа, маленький, старый, редактирование., анимация, 3D модель"
Hand_Teskao_03_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Hand_Teskao_03_Re_Mesh_fix.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Hand_Teskao_03_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,7326496,6.987,2023-08-11 17:50:19,2025-05-26 20:35:26,"большой, работа, маленький, старый, редактирование., анимация, 3D модель"
Hand_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Hand_Teskao_04_Re_Mesh_fix.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Hand_Teskao_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,6970000,6.647,2023-08-11 17:52:40,2025-05-26 20:35:26,"формат FBX., работа, маленький, старый, 3D-модель, крупный, редактирование"
Metelitsa_Ladder_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Metelitsa_Ladder_04_Re_Mesh_fix.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Metelitsa_Ladder_04_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,7835792,7.473,2023-08-14 10:44:09,2025-05-26 20:35:26,"дизайн, Модель, лестница, маленький, старый, ремеш, 3D"
Prohod_Teskao_02_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Prohod_Teskao_02_Re_Mesh_fix.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Prohod_Teskao_02_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,10348000,9.869,2023-08-11 17:54:27,2025-05-26 20:35:26,"большой, работа, маленький, старый, проект., 3D-модель, анимация"
Prohod_Teskao_03_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean\Prohod_Teskao_03_Re_Mesh_fix.FBX,Re_Mesh\Teskao_Re_Mesh_Clean\Prohod_Teskao_03_Re_Mesh_fix.FBX,X:/UnrealEngine/Animations/АНИМАЦИИ/TESCAO\Re_Mesh\Teskao_Re_Mesh_Clean,.fbx,8820640,8.412,2023-08-14 10:48:35,2025-05-26 20:35:27,"большой, игра, работа, маленький, старый, анимация, 3D модель"
